Counter	AF3	F7	F3	FC5	T7	P7	O1	O2	P8	T8	FC6	F4	F8	AF4	GyroX	GyroY	Timestamp	FUNC_ID	FUNC_VALUE	MARKER	SYNC_SIGNAL	CMS_Q	DRL_Q	AF3_Q	F7_Q	F3_Q	FC5_Q	T7_Q	P7_Q	O1_Q	O2_Q	P8_Q	T8_Q	FC6_Q	F4_Q	F8_Q	AF4_Q
121.000000	4359.487179	4387.692308	4407.692308	3713.846154	4381.025641	4613.333333	4629.230769	4523.076923	4023.589744	4101.538462	4518.974359	4442.051282	4267.179487	3958.974359	1735.000000	1678.000000	120.888000	0.000000	0.000000	0.000000	0.000000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
122.000000	4359.487179	4386.666667	4407.179487	3712.307692	4381.538462	4614.358974	4630.256410	4524.615385	4025.641026	4101.538462	4517.435897	4440.512821	4269.230769	3957.948718	1736.000000	1677.000000	120.903000	0.000000	0.000000	0.000000	0.000000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
123.000000	4362.051282	4386.666667	4407.692308	3714.358974	4383.076923	4614.358974	4632.307692	4525.641026	4022.051282	4101.538462	4518.974359	4440.512821	4268.205128	3956.923077	1734.000000	1678.000000	120.903000	0.000000	0.000000	0.000000	0.000000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
124.000000	4362.051282	4389.230769	4408.717949	3715.897436	4384.615385	4613.333333	4629.230769	4525.128205	4022.564103	4101.538462	4521.538462	4438.461538	4265.128205	3957.435897	1736.000000	1677.000000	120.919000	0.000000	0.000000	0.000000	0.000000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
125.000000	4358.461538	4390.256410	4408.205128	3713.846154	4382.051282	4612.820513	4627.179487	4526.153846	4029.230769	4101.538462	4518.461538	4437.948718	4266.666667	3958.461538	1734.000000	1677.000000	120.919000	0.000000	0.000000	0.000000	0.000000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
126.000000	4358.461538	4390.769231	4407.692308	3715.384615	4380.512821	4611.794872	4627.692308	4526.666667	4031.282051	4101.538462	4517.435897	4440.512821	4269.743590	3961.025641	1736.000000	1678.000000	120.934000	0.000000	0.000000	0.000000	0.000000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
127.000000	4359.487179	4391.282051	4408.717949	3714.871795	4382.564103	4608.717949	4632.307692	4526.666667	4026.153846	4101.538462	4516.923077	4442.564103	4269.743590	3960.000000	1735.000000	1677.000000	120.934000	0.000000	0.000000	0.000000	0.000000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
128.000000	4359.487179	4390.256410	4409.230769	3713.333333	4383.076923	4610.256410	4632.820513	4524.615385	4023.589744	4101.538462	4515.384615	4442.051282	4268.205128	3957.948718	1734.000000	1678.000000	120.950000	0.000000	0.000000	0.000000	0.000000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.000000	4360.000000	4387.179487	4407.692308	3715.384615	4381.538462	4613.333333	4628.717949	4525.641026	4027.692308	4101.538462	4515.897436	4441.538462	4266.153846	3958.461538	1735.000000	1677.000000	120.954000	0.000000	0.000000	0.000000	0.000000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.000000	4360.512821	4386.153846	4406.666667	3716.410256	4382.051282	4610.256410	4628.717949	4527.179487	4031.794872	4101.538462	4519.487179	4442.051282	4267.179487	3961.538462	1734.000000	1678.000000	120.954000	0.000000	0.000000	0.000000	0.000000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.000000	4358.974359	4388.717949	4404.615385	3713.846154	4383.076923	4610.769231	4632.820513	4524.102564	4026.666667	4101.538462	4520.000000	4441.538462	4269.743590	3962.051282	1735.000000	1677.000000	120.970000	0.000000	0.000000	0.000000	0.000000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.000000	4357.435897	4387.692308	4405.641026	3713.333333	4383.076923	4612.820513	4631.282051	4523.076923	4022.051282	4101.025641	4517.948718	4440.512821	4268.717949	3958.461538	1735.000000	1678.000000	120.970000	0.000000	0.000000	0.000000	0.000000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4.000000	4358.461538	4386.666667	4406.666667	3714.871795	4384.615385	4610.769231	4629.230769	4524.102564	4024.102564	4101.025641	4520.000000	4441.025641	4267.179487	3958.974359	1736.000000	1677.000000	120.986000	0.000000	0.000000	0.000000	0.000000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5.000000	4358.974359	4389.230769	4406.153846	3714.871795	4385.641026	4610.769231	4631.794872	4523.076923	4025.641026	4102.564103	4520.000000	4441.025641	4267.692308	3962.051282	1734.000000	1678.000000	120.986000	0.000000	0.000000	0.000000	0.000000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6.000000	4357.948718	4390.769231	4406.666667	3713.846154	4383.076923	4612.820513	4632.307692	4523.076923	4024.102564	4100.512821	4520.000000	4440.000000	4268.717949	3963.076923	1737.000000	1677.000000	121.001000	0.000000	0.000000	0.000000	0.000000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
